Season,Rk,ID,Name,Age,TGTS,REC,YDS,TD,Cushion,TGT_SEP,True_Catch_Rate,Contested_TGTS,Contested_REC,Contested_Rate,Y/REC,Y/TGT,Y/ROUTE,Total_Drops,Drop_Rate
2021,1,18882,C. Kupp,29,191,145,1947,16,4.36,1.66,93.54,62,13,20.96,13.42,10.19,3.32,4,2.09
2021,2,16470,D. Adams,29.5,169,123,1553,11,4.22,1.61,91.11,42,9,21.42,12.62,9.18,3.24,6,3.55
2021,3,20932,D. Samuel,26.4,120,77,1405,6,4.74,1.64,81.91,23,10,43.47,18.24,11.7,3.23,10,8.33
2021,4,21685,J. Jefferson,23.4,167,108,1616,10,4.38,1.53,81.2,30,10,33.33,14.96,9.67,2.75,11,6.58
2021,5,22564,J. Chase,22.3,128,81,1455,13,3.89,1.53,80.19,36,9,25,17.96,11.36,2.71,8,6.25
2021,6,18082,T. Hill,28.3,159,111,1239,9,4.26,1.68,88.09,30,6,20,11.16,7.79,2.31,6,3.77
2021,7,16906,S. Diggs,28.5,164,103,1225,10,4,1.56,87.28,35,14,40,11.89,7.46,2.16,4,2.43
2021,8,21077,D. Johnson,25.9,169,107,1161,8,3.68,1.89,81.67,28,12,42.85,10.85,6.86,1.95,9,5.32
2021,9,16597,M. Evans,28.8,113,74,1035,14,3.91,1.73,90.24,44,18,40.9,13.98,9.15,1.76,5,4.42
2021,10,20924,H. Renfrow,26.5,128,103,1038,9,4.02,2.14,91.96,26,7,26.92,10.07,8.1,2.08,4,3.12
2021,11,15076,K. Allen,30.1,157,106,1138,6,4.39,1.61,80.91,20,12,60,10.73,7.24,1.93,11,7
2021,12,18914,M. Williams,27.7,129,76,1146,9,3.98,1.41,80.85,30,16,53.33,15.07,8.88,2.11,8,6.2
2021,13,22598,J. Waddle,23.5,142,104,1015,6,4.27,1.85,110.63,28,10,35.71,9.75,7.14,1.87,5,3.52
2021,14,20875,D. Metcalf,24.5,129,75,967,12,5.12,1.23,76.53,31,11,35.48,12.89,7.49,2.1,7,5.42
2021,15,18880,C. Godwin,26.3,128,98,1103,5,4.08,1.62,92.45,25,10,40,11.25,8.61,2.07,7,5.46
2021,16,16830,T. Lockett,29.7,107,73,1175,8,5.13,1.67,97.33,20,8,40,16.09,10.98,2.57,0,0
2021,17,21744,M. Pittman Jr.,24.7,129,88,1082,6,4.5,1.75,88.88,42,17,40.47,12.29,8.38,2.11,4,3.1
2021,18,19844,D. Moore,25.2,162,93,1157,4,4.45,1.59,80.17,41,12,29.26,12.44,7.14,2.02,11,6.79
2021,19,21679,C. Lamb,23.2,120,79,1102,6,4.52,1.65,84.94,19,6,31.57,13.94,9.18,2.26,9,7.5
2021,20,16568,B. Cooks,28.7,133,90,1037,6,4.85,1.83,96.77,17,9,52.94,11.52,7.79,2.14,5,3.75
2021,21,22587,A. St. Brown,22.6,119,90,912,5,4.89,1.58,89.1,18,11,61.11,10.13,7.66,1.89,3,2.52
2021,22,21045,M. Brown,25,145,91,1008,6,5.66,1.74,85.84,30,5,16.66,11.07,6.95,1.94,7,4.82
2021,23,21961,D. Mooney,24.6,140,81,1055,4,5.49,1.95,77.14,36,7,19.44,13.02,7.53,2.05,4,2.85
2021,24,21690,T. Higgins,23.4,110,74,1091,6,4.33,1.7,78.72,40,10,25,14.74,9.91,2.42,5,4.54
2021,25,20873,T. McLaurin,26.7,131,77,1053,5,4.18,1.25,81.91,34,15,44.11,13.67,8.03,2.05,5,3.81
2021,26,19815,C. Kirk,25.6,103,77,982,5,4.7,1.76,87.5,20,12,60,12.75,9.53,2,6,5.82
2021,27,16765,A. Cooper,28,103,68,865,8,5.02,1.72,82.92,18,8,44.44,12.72,8.39,1.89,6,5.82
2021,28,15534,A. Thielen,31.8,95,67,726,10,4.76,1.35,89.33,27,11,40.74,10.83,7.64,1.74,0,0
2021,29,20876,J. Meyers,25.6,126,83,867,2,4.62,1.6,89.24,41,15,36.58,10.44,6.88,1.78,2,1.58
2021,30,21687,D. Smith,23.6,103,64,916,5,4.53,1.78,81.01,34,11,32.35,14.31,8.89,2.15,5,4.85
2021,31,17986,T. Boyd,27.6,94,67,828,5,4.19,1.94,95.71,21,6,28.57,12.35,8.8,1.66,1,1.06
2021,32,21042,A. Brown,24.9,105,63,869,5,4.49,1.47,82.89,23,12,52.17,13.79,8.27,2.72,6,5.71
2021,33,19318,K. Bourne,26.8,70,55,800,5,4.47,1.7,96.49,18,7,38.88,14.54,11.42,2.12,2,2.85
2021,34,13870,M. Jones Jr.,32.2,118,73,832,4,4.99,1.36,96.05,32,17,53.12,11.39,7.05,1.47,6,5.08
2021,35,21747,B. Aiyuk,24.2,85,56,826,5,5.15,1.36,80,21,10,47.61,14.75,9.71,1.88,3,3.52
2021,36,21739,V. Jefferson,25.9,89,50,802,6,4.62,1.42,74.62,31,5,16.12,16.04,9.01,1.55,11,12.35
2021,37,21752,C. Claypool,23.9,105,59,860,2,4.17,1.27,71.08,34,17,50,14.57,8.19,1.77,7,6.66
2021,38,20006,R. Gage,26.4,93,66,770,4,4.51,1.76,88,16,6,37.5,11.66,8.27,2.18,5,5.37
2021,39,14141,C. Beasley,33.1,112,82,693,1,4.27,1.85,92.13,18,3,16.66,8.45,6.18,1.61,6,5.35
2021,40,21714,K. Osborn,25,82,50,655,7,4.69,1.52,90.9,19,6,31.57,13.1,7.98,1.38,1,1.21
2021,41,12845,A. Green,33.9,92,54,848,3,4.88,1.43,79.41,21,8,38.09,15.7,9.21,1.76,7,7.6
2021,42,19207,T. Patrick,28.5,85,53,734,5,4.73,1.82,81.53,16,4,25,13.84,8.63,1.63,6,7.05
2021,43,21750,M. Callaway,24.2,84,46,698,6,4.5,1.55,77.96,22,8,36.36,15.17,8.3,1.69,4,4.76
2021,44,19800,C. Sutton,26.7,98,58,776,2,4.21,1.6,72.5,20,6,30,13.37,7.91,1.56,6,6.12
2021,45,20013,C. Wilson Jr.,26.6,61,45,602,6,4.46,1.88,80.35,7,3,42.85,13.37,9.86,1.9,1,1.63
2021,46,14986,D. Hopkins,30,63,42,572,8,4.3,1.61,80.76,12,5,41.66,13.61,9.07,1.99,4,6.34
2021,47,20145,A. Lazard,26.5,60,40,513,8,5,1.66,80,16,8,50,12.82,8.55,1.35,6,10
2021,48,20788,M. Hardman,24.2,83,59,693,2,4.58,1.6,90.76,17,1,5.88,11.74,8.34,1.75,2,2.4
2021,49,18187,R. Anderson,29.1,110,53,519,5,4.98,1.57,69.73,31,8,25.8,9.79,4.71,0.91,5,4.54
2021,50,22592,E. Moore,22.1,77,43,538,5,4.88,1.66,81.13,6,3,50,12.51,6.98,1.74,6,7.79
2021,51,14871,R. Woods,30.2,69,45,556,4,4.86,2.17,86.53,28,2,7.14,12.35,8.05,1.89,7,10.14
2021,52,16020,J. Landry,29.5,85,52,570,2,3.93,1.62,91.22,14,8,57.14,10.96,6.7,1.87,3,3.52
2021,53,18422,K. Raymond,27.8,71,48,576,4,5.1,1.59,80,9,4,44.44,12,8.11,1.32,5,7.04
2021,54,11063,E. Sanders,35.2,72,42,626,4,4.15,1.77,77.77,13,3,23.07,14.9,8.69,1.43,5,6.94
2021,55,16389,O. Beckham Jr.,29.6,82,44,537,5,4.56,1.63,78.57,11,4,36.36,12.2,6.54,1.39,5,6.09
2021,56,21697,L. Shenault Jr.,23.7,99,63,619,0,4.64,1.51,82.89,11,4,36.36,9.82,6.25,1.45,7,7.07
2021,57,20150,B. Pringle,28.6,60,42,568,5,4.74,2.33,85.71,8,3,37.5,13.52,9.46,1.62,7,11.66
2021,58,21735,G. Davis,23.2,63,35,549,6,4.52,1.8,79.54,12,7,58.33,15.68,8.71,1.93,4,6.34
2021,59,11056,A. Brown,33.9,62,42,545,4,4.58,1.69,93.33,14,2,14.28,12.97,8.79,3.02,3,4.83
2021,60,20038,B. Berrios,26.7,65,46,431,2,4.98,1.73,112.19,2,1,50,9.36,6.63,1.79,0,0
2021,61,21957,Q. Watkins,24,62,43,647,1,4.72,2.25,84.31,14,2,14.28,15.04,10.43,1.94,2,3.22
2021,62,21163,D. Harty,24.5,59,36,570,3,5.22,2.05,109.09,7,1,14.28,15.83,9.66,3.31,3,5.08
2021,63,16866,J. Crowder,29,72,51,447,2,4.63,1.44,87.93,3,1,33.33,8.76,6.2,1.26,5,6.94
2021,64,21754,D. Peoples-Jones,23.3,58,34,597,3,4.29,1.5,75.55,22,14,63.63,17.55,10.29,1.58,4,6.89
2021,65,21736,B. Edwards,23.6,58,34,571,3,4.14,1.58,80.95,21,7,33.33,16.79,9.84,1.22,2,3.44
2021,66,22626,R. Moore,22,65,54,435,1,4.85,1.56,98.18,6,3,50,8.05,6.69,1.75,2,3.07
2021,67,21734,N. Westbrook-Ikhine,25.2,56,38,476,4,4.12,1.57,111.76,11,6,54.54,12.52,8.5,1.54,1,1.78
2021,68,18926,Z. Jones,27.2,70,47,546,1,4.78,1.91,90.38,19,5,26.31,11.61,7.8,1.51,1,1.42
2021,69,18879,C. Davis,27.4,59,34,492,4,5.54,1.67,72.34,13,5,38.46,14.47,8.33,1.86,8,13.55
2021,70,16775,D. Parker,29.4,73,40,515,2,3.68,1.2,90.9,25,13,52,12.87,7.05,1.68,9,12.32
2021,71,22623,R. Bateman,22.5,67,46,515,1,5.87,1.62,86.79,11,7,63.63,11.19,7.68,1.55,2,2.98
2021,72,16781,N. Agholor,29,63,37,473,3,4.39,1.57,92.5,20,5,25,12.78,7.5,1.22,1,1.58
2021,73,21448,J. Guyton,25,48,31,448,3,4.4,1.83,77.5,6,4,66.66,14.45,9.33,1.15,3,6.25
2021,74,19172,Z. Pascal,27.5,69,38,384,3,3.99,1.52,76,29,4,13.79,10.1,5.56,0.87,4,5.79
2021,75,13227,R. Cobb,31.8,39,28,375,5,4.67,1.41,84.84,10,5,50,13.39,9.61,1.76,2,5.12
2021,76,22613,J. Palmer,22.7,49,33,353,4,4.34,1.24,86.84,8,8,100,10.69,7.2,1.3,1,2.04
2021,77,19867,M. Gallup,26.3,62,35,445,2,4.33,1.09,77.77,17,8,47.05,12.71,7.17,1.47,2,3.22
2021,78,21142,O. Zaccheaus,24.9,53,31,406,3,4.66,1.52,75.6,9,3,33.33,13.09,7.66,1.17,3,5.66
2021,79,18977,K. Golladay,28.6,74,37,521,0,5.4,1.2,75.51,29,10,34.48,14.08,7.04,1.36,4,5.4
2021,80,19897,T. Smith,26.4,50,32,377,3,4.68,1.66,84.21,11,4,36.36,11.78,7.54,1.32,2,4
2021,81,16263,A. Robinson II,28.8,66,38,410,1,5.58,1.1,80.85,27,8,29.62,10.78,6.21,1.41,1,1.51
2021,82,19976,M. Valdes-Scantling,27.7,55,26,430,3,5.12,1.49,83.87,13,2,15.38,16.53,7.81,1.58,0,0
2021,83,17218,D. Carter,29.2,43,24,296,3,4.63,1.93,80,7,3,42.85,12.33,6.88,1.34,2,4.65
2021,84,21960,F. Swain,23.8,40,25,343,4,5.2,1.7,78.12,6,1,16.66,13.72,8.57,1.02,3,7.5
2021,85,21692,J. Jeudy,23.1,56,38,467,0,4.64,2.44,84.44,15,1,6.66,12.28,8.33,2.01,4,7.14
2021,86,21694,H. Ruggs III,23.4,36,24,469,2,4.8,2.86,88.88,7,2,28.57,19.54,13.02,2.4,2,5.55
2021,87,21756,N. Collins,23.2,61,33,446,1,4.65,1.4,89.18,19,7,36.84,13.51,7.31,1.3,2,3.27
2021,88,21721,D. Duvernay,24.7,47,33,272,2,5.54,1.53,89.18,7,4,57.14,8.24,5.78,0.84,1,2.12
2021,89,17914,L. Treadwell,27,51,33,434,1,4.6,1.64,97.05,15,7,46.66,13.15,8.5,1.65,5,9.8
2021,90,22614,K. Toney,23.4,57,39,420,0,4.72,1.78,86.66,10,4,40,10.76,7.36,2.13,2,3.5
2021,91,21717,J. Jennings,24.9,39,24,282,5,4.69,2,72.72,8,6,75,11.75,7.23,1.6,6,15.38
2021,92,19017,J. Reynolds,27.3,49,29,396,2,4.08,1.16,76.31,10,8,80,13.65,8.08,1.46,1,2.04
2021,93,13291,J. Jones,33.3,48,31,434,1,4.23,1.33,93.93,14,9,64.28,14,9.04,1.93,2,4.16
2021,94,17290,A. Humphries,29,62,41,383,0,4.09,1.61,91.11,11,4,36.36,9.34,6.17,0.98,3,4.83
2021,95,19514,K. Cole,29.1,50,28,449,1,4.69,1.4,80,2,0,0,16.03,8.98,1.56,4,8
2021,96,21686,J. Reagor,23.4,57,33,299,2,4.75,1.49,78.57,13,2,15.38,9.06,5.24,0.81,4,7.01
2021,97,17961,S. Shepard,29.3,53,36,366,1,5.54,1.24,97.29,14,6,42.85,10.16,6.9,1.79,4,7.54
2021,98,19044,J. Agnew,27.2,40,24,229,1,4.39,1.97,85.71,9,2,22.22,9.54,5.72,1.35,1,2.5
2021,99,3943,D. Jackson,35.5,34,20,454,2,5.13,2.2,86.95,11,2,18.18,22.7,13.35,2.7,1,2.94
2021,100,14005,T. Hilton,32.6,37,23,331,3,4.44,1.78,88.46,11,6,54.54,14.39,8.94,1.59,1,2.7
2021,101,21675,T. Johnson,23.8,55,36,360,0,4.34,1.76,87.8,16,4,25,10,6.54,1.01,3,5.45
2021,102,19802,C. Ridley,27.5,52,31,281,2,5.23,1.88,83.78,12,3,25,9.06,5.4,1.47,6,11.53
2021,103,16003,S. Watkins,29,49,27,394,1,5.16,1.71,67.5,16,2,12.5,14.59,8.04,1.71,7,14.28
2021,104,18047,D. Robinson,27.7,41,25,264,3,4.9,1.68,89.28,7,1,14.28,10.56,6.43,0.64,0,0
2021,105,9906,D. Amendola,36.6,37,24,248,3,4.88,1.67,100,5,1,20,10.33,6.7,1.71,1,2.7
2021,106,20943,D. Slayton,25.4,58,26,339,2,5.67,1.68,74.28,14,1,7.14,13.03,5.84,1.04,7,12.06
2021,107,19961,R. McCloud,25.6,66,39,277,0,4.34,1.34,92.85,5,1,20,7.1,4.19,0.86,1,1.51
2021,108,19865,J. Washington,26.2,44,24,285,2,3.95,1.68,77.41,8,4,50,11.87,6.47,0.9,2,4.54
2021,109,18361,C. Rogers,28.4,43,30,301,1,3.77,1.51,111.11,4,2,50,10.03,7,1.01,1,2.32
2021,110,17141,D. Byrd,29.4,38,26,329,1,5.47,2.23,83.87,7,2,28.57,12.65,8.65,1.01,3,7.89
2021,111,16837,C. Conley,29.6,37,22,323,2,5.32,1.24,129.41,3,2,66.66,14.68,8.72,1.19,2,5.4
2021,112,19023,M. Hollins,28.7,28,14,223,4,4.33,1.64,93.33,4,1,25,15.92,7.96,1.15,3,10.71
2021,113,20979,A. Wesley,24.6,32,19,208,3,4.16,1.34,70.37,11,5,45.45,10.94,6.5,0.87,3,9.37
2021,114,18089,R. Higgins,27.7,47,24,275,1,4.61,1.4,70.58,8,2,25,11.45,5.85,1.04,3,6.38
2021,115,14865,M. Goodwin,31.6,40,20,313,1,4.97,1.22,80,12,2,16.66,15.65,7.82,1.42,0,0
2021,116,18030,C. Moore,29,22,21,227,2,4.56,1.45,105,2,1,50,10.8,10.31,1.97,0,0
2021,117,19043,I. McKenzie,27.2,26,20,178,1,3.79,1.46,86.95,1,1,100,8.9,6.84,1.34,2,7.69
2021,118,20816,L. Humphrey,24.1,18,13,249,2,4.68,1.66,100,2,0,0,19.15,13.83,2.11,0,0
2021,119,21729,Q. Cephus,24.2,23,15,204,2,4.31,2.04,83.33,5,2,40,13.6,8.86,1.54,1,4.34
2021,120,19779,B. Zylstra,29.2,25,18,250,1,4.95,1.28,78.26,12,4,33.33,13.88,10,1.47,1,4
2021,121,20529,C. Sims,26.4,23,15,211,2,5.19,1.91,83.33,9,4,44.44,14.06,9.17,1.48,1,4.34
2021,122,16308,A. Wilson,29.9,39,25,213,0,3.95,1.74,96.15,3,0,0,8.52,5.46,1,3,7.69
2021,123,18058,T. Sharpe,27.5,37,25,230,0,4.59,1.45,78.12,6,2,33.33,9.2,6.21,0.77,2,5.4
2021,124,21349,A. Dulin,25.1,21,13,173,2,4.57,1.19,68.42,6,2,33.33,13.3,8.23,1.54,1,4.76
2021,125,20684,M. Turner,26.4,16,12,149,3,3.94,1.81,100,0,0,0,12.41,9.31,2.66,1,6.25
2021,126,18896,C. Grayson Jr.,28.5,12,10,212,2,4.1,3.58,100,0,0,0,21.2,17.66,2.68,0,0
2021,127,18881,J. Ross,26.5,20,11,224,1,5.59,1.35,84.61,4,2,50,20.36,11.2,1.56,0,0
2021,128,19098,I. Ford,26.3,16,12,161,2,4.16,1.87,109.09,2,0,0,13.41,10.06,2.23,0,0
2021,129,18103,J. Grant Sr.,29.6,17,11,132,2,4.73,1.23,91.66,2,2,100,12,7.76,2.09,0,0
2021,130,21723,J. Proche II,25.7,20,16,202,0,5.69,2.6,100,2,2,100,12.62,10.1,1.49,0,0
2021,131,18883,J. Smith-Schuster,25.5,28,15,129,0,5.05,1.75,88.23,6,1,16.66,8.6,4.6,0.92,0,0
2021,132,19705,G. Ward,26.9,11,7,95,3,4.89,1.9,70,3,2,66.66,13.57,8.63,0.87,2,18.18
2021,133,19080,N. Brown,26.4,25,16,184,0,4.66,1.48,80,2,1,50,11.5,7.36,1.35,2,8
2021,134,19816,D. Chark Jr.,25.7,22,7,154,2,5.38,1.13,58.33,0,0,0,22,7,1.46,2,9.09
2021,135,16787,B. Perriman,28.7,18,11,167,1,5.59,2.27,100,2,0,0,15.18,9.27,1.59,0,0
2021,136,22588,A. Schwartz,21.8,23,10,135,1,4.52,1.91,71.42,5,2,40,13.5,5.86,0.93,1,4.34
2021,137,22685,T. Marshall Jr.,22,30,17,138,0,4.4,1.8,80.95,8,0,0,8.11,4.6,0.54,2,6.66
2021,138,13878,M. Sanu Sr.,32.8,24,15,177,0,5.4,1.16,78.94,7,0,0,11.8,7.37,1.22,2,8.33
2021,139,21005,P. Campbell,24.9,20,10,162,1,4.08,1.65,83.33,7,1,14.28,16.2,8.1,1.3,1,5
2021,140,20679,K. Hodge,27.4,27,13,157,0,4.81,1.29,86.66,7,4,57.14,12.07,5.81,1.15,1,3.7
2021,141,22595,I. Smith-Marsette,22.8,6,5,116,2,4.7,2.5,83.33,1,0,0,23.2,19.33,1.9,0,0
2021,142,20792,N. Harry,24.5,22,12,184,0,4.28,1.22,75,6,3,50,15.33,8.36,1.52,1,4.54
2021,143,22569,D. Eskridge,25.2,20,10,64,1,4.9,1.55,66.66,6,0,0,6.4,3.2,0.62,0,0
2021,144,22686,D. Brown,22.6,25,12,165,0,4.72,1.24,66.66,8,3,37.5,13.75,6.6,0.94,2,8
2021,145,19854,D. Pettis,26.6,16,10,87,1,4.89,1.5,71.42,5,2,40,8.7,5.43,1.58,1,6.25
2021,146,18209,M. Johnson,27.8,19,9,160,0,3.61,1.15,128.57,1,0,0,17.77,8.42,1.77,0,0
2021,147,22590,B. Skowronek,24.9,20,11,133,0,4.35,2.5,73.33,0,0,0,12.09,6.65,1.44,2,10
2021,148,20081,T. Sherfield,26.3,20,9,87,1,5.32,1.05,69.23,4,2,50,9.66,4.35,0.97,2,10
2021,149,21730,C. Johnson,24.7,21,11,105,0,6.15,0.8,84.61,4,2,50,9.54,5,0.88,0,0
2021,150,21741,D. Mims,24.7,23,8,133,0,5.67,2.04,57.14,3,0,0,16.62,5.78,0.83,4,17.39
2021,151,21368,T. Benson,25.4,22,10,103,0,5.11,2.04,62.5,5,0,0,10.3,4.68,0.68,3,13.63
2021,152,20398,E. St. Brown,25.7,17,9,98,0,6.19,0.82,75,6,1,16.66,10.88,5.76,0.81,0,0
2021,153,22417,K. Wilkerson,25.4,8,4,42,2,4.27,1.87,66.66,4,0,0,10.5,5.25,1.44,1,12.5
2021,154,21078,J. Smith,25.1,17,8,113,0,5.66,1.29,66.66,1,0,0,14.12,6.64,0.9,2,11.76
2021,155,21138,S. Miller,24.9,9,5,38,0,4.41,1.77,83.33,3,0,0,7.6,4.22,0.4,0,0
2021,156,15196,K. Stills,30.1,23,6,68,1,4.41,0.73,54.54,9,2,22.22,11.33,2.95,0.45,1,4.34
2021,157,21556,T. Kennedy,25.9,10,6,54,0,4.81,1.4,75,1,0,0,9,5.4,0.55,0,0
2021,158,16790,P. Dorsett II,29.4,14,7,110,0,5.52,1.64,77.77,5,1,20,15.71,7.85,2,0,0
2021,159,18992,D. Westbrook,28.5,15,10,68,0,4.74,0.53,100,3,1,33.33,6.8,4.53,0.43,1,6.66
2021,160,22609,S. Smith,23.6,10,6,104,0,5.25,0.7,100,0,0,0,17.33,10.4,1.65,0,0
2021,161,22591,D. Fitzpatrick,24.5,8,5,49,1,3.24,1.87,250,1,1,100,9.8,6.12,0.98,0,0
2021,162,22572,D. Milne,23,14,9,83,0,4.52,2.64,75,3,0,0,9.22,5.92,1.15,0,0
2021,163,19864,A. Miller,27.7,12,6,25,1,4.32,1.25,66.66,0,0,0,4.16,2.08,0.44,1,8.33
2021,164,14587,J. Gordon,31.2,14,5,32,1,5.7,1.07,50,4,1,25,6.4,2.28,0.26,2,14.28
2021,165,14828,C. Hogan,34.6,8,4,41,1,6.3,1.75,100,2,0,0,10.25,5.12,1.78,0,0
2021,166,20988,P. Williams,25.2,16,6,71,0,4.65,1.18,50,6,1,16.66,11.83,4.43,0.74,3,18.75
2021,167,20057,A. Tate,25.3,4,3,39,1,3.87,1.5,100,0,0,0,13,9.75,1.18,0,0
2021,168,20793,P. Hart,25.9,12,7,59,0,5.37,1.58,77.77,0,0,0,8.42,4.91,0.92,0,0
2021,169,21759,K. Hamler,22.9,10,5,74,0,4.41,3,62.5,5,1,20,14.8,7.4,1.34,2,20
2021,170,21115,J. Winfree,25.8,13,8,58,0,5.5,1.84,72.72,1,0,0,7.25,4.46,0.95,1,7.69
2021,171,22596,J. Darden,23.4,12,6,43,0,3.35,1.5,75,1,0,0,7.16,3.58,0.81,1,8.33
2021,172,20372,C. Batson,26.5,5,2,15,1,4.08,1,66.66,0,0,0,7.5,3,0.6,0,0
2021,173,11565,A. Roberts,34.4,2,1,35,0,4.04,0,0,0,0,0,35,17.5,1.66,0,0
2021,174,22244,J. Bradley,25.5,4,4,64,0,3.83,5,100,1,1,100,16,16,1.77,0,0
2021,175,8662,M. Thomas,35,11,5,52,0,4.23,0.81,166.66,3,0,0,10.4,4.72,0.88,0,0
2021,176,21959,D. Patmon,23.8,4,2,21,1,3.5,0.75,100,2,0,0,10.5,5.25,0.87,0,0
2021,177,18928,C. Samuel,25.8,9,6,27,0,3.21,0.33,100,1,0,0,4.5,3,0.72,0,0
2021,178,19200,C. Board,28.5,6,4,51,0,5.86,1.5,100,2,1,50,12.75,8.5,1.1,0,0
2021,179,22575,A. Rodgers,22.7,8,4,45,0,3.92,0.87,57.14,1,0,0,11.25,5.62,1.15,1,12.5
2021,180,17916,W. Fuller V,28.1,8,4,26,0,4.38,1.5,57.14,6,1,16.66,6.5,3.25,0.55,0,0
2021,181,21178,J. Moore Jr.,27,4,3,56,0,3.72,2.5,75,1,0,0,18.66,14,1.93,0,0
2021,182,18197,A. Erickson,29.6,4,3,55,0,4.5,1.5,150,0,0,0,18.33,13.75,2.11,0,0
2021,183,16141,W. Snead IV,29.6,8,4,38,0,5.31,1.75,57.14,1,0,0,9.5,4.75,1.31,2,25
2021,184,18039,P. Cooper,27.3,11,4,33,0,5.75,0.72,66.66,7,3,42.85,8.25,3,0.45,0,0
2021,185,19280,C. Hollister,28.6,7,4,33,0,5.25,1.14,133.33,2,0,0,8.25,4.71,0.55,0,0
2021,186,21071,G. Dortch,24,3,3,15,0,3.5,0,100,0,0,0,5,5,0.75,0,0
2021,187,21473,D. Montgomery,25.6,6,3,36,0,4.33,1.33,60,0,0,0,12,6,1.2,1,16.66
2021,188,20224,C. Blake,26,10,4,25,0,5.09,1.6,80,1,0,0,6.25,2.5,0.48,2,20
2021,189,19064,T. Taylor,28.1,3,2,41,0,5.04,3,100,1,1,100,20.5,13.66,1.86,0,0
2021,190,20487,B. Powell,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,191,21601,G. Olszewski,25.5,3,2,31,0,4.03,1,66.66,1,0,0,15.5,10.33,1.14,0,0
2021,192,21758,K. Hill Jr.,24.7,3,3,30,0,4.09,0,0,0,0,0,10,10,2.72,0,0
2021,193,21263,T. Irwin,26.5,5,2,34,0,5.28,0.6,50,2,0,0,17,6.8,0.73,0,0
2021,194,16768,K. White,29,5,1,38,0,5.04,1,33.33,1,0,0,38,7.6,1.72,1,20
2021,195,17289,J. Kumerow,30.3,6,2,28,0,4.3,2.16,66.66,0,0,0,14,4.66,0.65,1,16.66
2021,196,20071,K. Kirkwood,27.5,7,3,16,0,6.2,2.42,50,2,0,0,5.33,2.28,0.4,0,0
2021,197,22620,M. Strachan,24.8,3,2,26,0,4.41,0,100,2,2,100,13,8.66,0.83,0,0
2021,198,19361,M. Kemp,26.8,5,2,24,0,4.72,1.2,66.66,0,0,0,12,4.8,0.96,0,0
2021,199,22608,S. Williams,23.2,1,1,34,0,5.59,0,100,1,1,100,34,34,1.54,0,0
2021,200,22573,D. Newsome,23.1,5,2,23,0,5.78,5.2,100,0,0,0,11.5,4.6,0.45,0,0
2021,201,22604,T. Wallace,23.1,6,2,23,0,4.87,1.16,66.66,0,0,0,11.5,3.83,0.48,1,16.66
2021,202,20939,D. Sills V,26,6,2,17,0,4.43,2.66,66.66,1,0,0,8.5,2.83,0.41,1,16.66
2021,203,20838,T. Johnson,26.4,5,2,16,0,4.14,0.6,66.66,1,0,0,8,3.2,0.57,1,20
2021,204,17048,T. Williams,30.3,3,2,14,0,3.14,2,100,0,0,0,7,4.66,0.66,0,0
2021,205,20886,S. Morgan,25.8,4,2,11,0,5.07,1,66.66,2,0,0,5.5,2.75,0.28,0,0
2021,206,18673,J. Mickens,28.1,3,2,10,0,5.5,0.66,100,0,0,0,5,3.33,2.5,0,0
2021,207,21311,D. Davis,25.6,3,1,17,0,3.42,1.33,50,1,0,0,17,5.66,1.21,0,0
2021,208,22594,F. Darby,24.7,4,1,14,0,6.62,0.25,50,2,0,0,14,3.5,1.75,0,0
2021,209,20820,A. Isabella,25.6,1,1,13,0,6.31,4,100,0,0,0,13,13,0.68,0,0
2021,210,22339,K. Merritt,25.4,3,1,13,0,3.8,2.33,50,0,0,0,13,4.33,2.6,2,66.66
2021,211,18717,M. Hall,29.2,1,1,10,0,4.75,2,100,0,0,0,10,10,2.5,0,0
2021,212,21746,T. Black,24.3,2,1,10,0,0,0,0,0,0,0,10,5,0,0,0
2021,213,18401,T. Lewis,29.6,2,1,7,0,3,0.5,100,0,0,0,7,3.5,3.5,0,0
2021,214,21037,M. Boykin,25.7,1,1,6,0,4.33,0,100,1,1,100,6,6,0.5,0,0
2021,215,19937,K. Coutee,25.4,1,1,5,0,4.08,1,100,1,1,100,5,5,0.41,0,0
2021,216,21169,M. Taylor,26.5,3,2,14,0,2.91,1,66.66,1,0,0,7,4.66,1.16,0,0
2021,217,22622,R. McMath,23,6,2,8,0,3.9,0.5,200,1,0,0,4,1.33,0.19,0,0
2021,218,7651,M. Slater,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,219,15974,J. Matthews,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,220,16640,J. Brown,32.2,3,0,0,0,5.66,0.33,0,0,0,0,0,0,0,0,0
2021,221,18269,G. Allison,28.4,2,0,0,0,6.34,2,0,0,0,0,0,0,0,0,0
2021,222,19054,R. Adams,27.7,1,0,0,0,3.33,2,0,0,0,0,0,0,0,1,100
2021,223,19120,D. Moore,27.4,2,0,0,0,3.43,0,0,1,0,0,0,0,0,0,0
2021,224,19184,J. Natson,28.3,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0
2021,225,19755,R. Cracraft,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
